7.00, 21.40, 33.00, 27.20, 40.46, 32.00, 37.00, 49.60, 21.07, 7.33, 41.00, 6.00, 4.00, 2.00
1.00, 2.00, 1.00, 2.40, 2.40, 1.00, 1.60, 6.80, 18.00, 8.60, 20.33, 6.00, 6.00, 3.00
1.00, 5.00, 8.80, 9.00, 10.00, 4.00, 2.80, 3.00, 1.00, 4.93, 1.00, 1.00, 3.00, 2.00
0.00, 1.00, 1.00, 2.00, 1.80, 1.00, 1.00, 2.00, 1.00, 2.00, 1.00, 1.00, 1.00, 1.00
1.00, 2.00, 2.00, 5.00, 11.00, 12.00, 17.60, 30.00, 17.00, 7.00, 27.47, 5.00, 4.00, 2.00
1.00, 2.00, 2.00, 4.60, 6.93, 4.00, 3.20, 5.20, 2.20, 6.00, 2.80, 2.00, 5.00, 2.00
3.00, 7.20, 6.93, 13.00, 21.20, 16.20, 14.60, 29.60, 16.87, 7.20, 29.00, 4.93, 5.00, 3.00
0.00, 1.00, 1.00, 2.00, 2.00, 1.00, 1.00, 2.00, 1.00, 0.40, 1.00, 0.00, 0.00, 0.00
1.60, 3.40, 3.80, 7.60, 14.87, 13.00, 14.40, 26.73, 17.13, 7.00, 27.20, 5.00, 5.00, 3.00
1.00, 1.20, 1.00, 2.40, 3.00, 1.00, 1.00, 2.60, 1.27, 1.00, 1.60, 0.00, 0.00, 0.13
7.00, 23.00, 35.80, 29.60, 44.33, 36.00, 42.80, 59.40, 26.20, 9.00, 47.33, 7.00, 5.00, 3.00
0.00, 0.20, 0.00, 1.00, 1.20, 0.33, 1.00, 1.60, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 1.00, 1.00, 2.00, 2.00, 1.00, 1.00, 1.07, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00
1.00, 2.00, 2.00, 6.80, 14.27, 13.40, 16.20, 32.80, 20.47, 9.00, 33.47, 6.13, 6.00, 3.00
1.00, 2.00, 1.00, 4.00, 7.00, 4.00, 3.00, 5.60, 2.00, 4.00, 3.00, 1.00, 4.00, 2.00
