32.93, 103.33, 157.93, 128.27, 191.00, 150.27, 176.40, 237.27, 101.60, 35.40, 188.33, 25.80, 19.27, 10.40
4.93, 9.00, 4.20, 10.40, 10.40, 4.00, 6.67, 29.80, 82.80, 40.40, 90.87, 27.60, 27.13, 12.80
7.00, 24.80, 41.00, 43.07, 45.60, 17.27, 12.00, 13.00, 5.40, 22.00, 3.40, 7.00, 15.00, 7.00
2.00, 4.60, 4.00, 7.40, 6.80, 2.00, 5.20, 8.60, 4.40, 11.27, 3.00, 4.00, 7.00, 3.00
3.80, 7.80, 9.20, 25.40, 52.40, 53.80, 83.60, 142.87, 80.07, 33.00, 126.87, 23.00, 20.00, 11.00
5.00, 11.53, 8.93, 22.27, 33.73, 20.00, 16.33, 27.27, 11.40, 28.53, 13.60, 9.60, 21.80, 10.60
14.93, 32.20, 30.20, 60.53, 97.27, 73.13, 66.47, 134.27, 77.27, 34.40, 130.60, 21.47, 22.40, 11.60
2.40, 4.40, 2.00, 9.00, 10.07, 4.00, 5.40, 9.80, 5.80, 3.00, 5.00, 1.00, 2.00, 1.00
7.47, 16.53, 16.40, 36.60, 69.47, 61.00, 68.73, 127.47, 81.73, 35.60, 126.40, 24.20, 22.13, 11.00
3.00, 5.80, 2.80, 11.60, 13.40, 5.60, 6.40, 12.60, 7.40, 3.60, 6.80, 1.00, 2.00, 1.00
35.33, 111.87, 168.60, 139.80, 209.93, 168.47, 205.20, 284.60, 125.40, 45.33, 221.73, 31.00, 24.87, 13.00
1.20, 2.20, 1.00, 4.93, 5.53, 2.00, 4.60, 8.00, 4.60, 2.00, 2.00, 0.00, 1.00, 1.00
1.60, 3.00, 2.00, 8.47, 9.20, 2.80, 4.40, 6.27, 3.40, 5.73, 1.00, 0.87, 5.00, 3.00
4.40, 8.47, 7.60, 31.20, 65.53, 62.33, 75.87, 154.73, 98.33, 44.20, 156.33, 29.40, 29.00, 15.00
4.40, 8.60, 5.00, 18.47, 31.33, 18.80, 14.20, 25.40, 10.20, 20.60, 13.27, 6.00, 17.60, 8.93
